Y,V1,V2,V3,V4,Season,WindSpeed,Atmosphere,wdx,wdy
40.4197346410732,33.356,38.475,6.626,0.0,S1,3.883,0.863,-0.97284106887185,0.23147409080991427
41.3900009321181,23.903,35.655,7.338,0.005,S1,4.276,0.863,0.3993395294062732,0.9168031087717669
44.3990386105513,37.812,54.533,7.887,0.0,S1,1.762,0.863,-0.5730343885561126,-0.8195313230939512
28.2785397218542,31.648,37.356,6.438,0.0,S1,5.081,0.863,0.032790447828078606,0.9994622486773745
25.5995051021958,37.75,40.235,4.704,0.427,S1,5.488,0.863,-0.06815080786478916,0.9976750309531539
106.15803253071,25.534,30.692,5.46,1.779,S1,3.934,0.863,-0.35152884194095985,0.9361770523163061
21.2518112320644,33.56,,8.588,1.058,S1,4.778,0.863,-0.009203543268808336,0.9999576464987401
6.77063030275568,35.051,38.658,4.455,0.613,S1,5.828,0.863,0.665972205669017,0.7459765554468482
34.0361395550801,37.206,44.628,4.029,0.0,S1,4.207,0.863,-0.06415957317709904,0.9979396520680659
31.7256106463743,35.535,34.352,8.403,0.0,S1,4.436,0.863,0.9872272833756269,0.15931820661424598
36.5725234982555,30.556,34.254,10.178,,S1,5.975,0.863,-0.032198107214582224,0.9994815065281589
35.8619023488975,33.901,37.049,6.817,1.026,S1,3.261,0.863,0.9008816175907802,0.4340648696762031
91.5083277095628,38.34,46.505,4.163,1.551,S1,4.782,0.863,-0.49184165552806486,0.8706846650122031
17.9620317079736,32.799,36.269,8.217,0.831,S1,6.341,0.863,0.6455905536363918,0.7636837284212995
75.771659036157,33.935,42.482,3.612,1.75,S1,4.254,0.863,0.9470102139680256,0.3212034474289377
54.3670842176973,28.592,38.363,5.663,0.375,S1,3.802,0.863,0.5470167123597323,0.8371216855386975
9.89471515211084,32.622,37.917,7.387,1.474,S1,0.765,0.863,0.9983759397857438,0.056969139513712616
32.156926719607,35.046,33.77,9.372,1.714,S1,6.486,0.863,0.6814897204691691,0.7318276852475956
16.9402160770244,34.081,30.894,8.444,3.803,S1,2.082,0.863,-0.3166575997843349,-0.9485399119166383
64.4034300883945,36.245,35.515,9.322,3.714,S1,4.501,0.863,-0.47609050165272637,0.8793962896419654
57.9618921326542,42.057,41.293,4.914,1.191,S1,4.94,0.863,0.2953256240884935,0.9553966588578494
49.3249861458927,38.161,39.924,5.803,0.112,S1,5.697,-0.457,-0.4708055859697629,0.8822369864269284
35.3007408507689,31.804,32.323,7.308,0.101,S1,4.692,-0.457,0.440177483716293,0.8979107877897406
16.4432964563092,34.537,42.3,6.968,0.0,S1,3.716,-0.457,-0.5288149220505931,0.8487371667463521
99.1106020738679,39.208,,9.234,4.898,S1,2.231,-0.457,0.9992780868764849,0.03799085532693703
90.5789683871972,34.4,37.521,6.97,0.0,S1,3.71,-0.457,0.04178415862783071,0.999126660683101
30.4521790749955,37.963,46.873,8.491,0.274,S1,3.742,-0.457,0.9996620190402377,0.02599707076567654
37.7827619419019,37.384,39.436,5.729,0.452,S1,3.628,-0.457,0.846723501276506,0.5320331872976108
16.168102631547,,40.391,8.17,0.39,S1,2.92,-0.457,0.6923900579433949,0.7215233937033104
58.5134398091603,33.462,35.741,7.484,0.687,S1,2.713,-0.457,0.9151163204946318,0.4031899303856266
34.0901997172962,30.675,38.915,5.593,1.296,S1,3.884,-0.457,0.6223929842447792,0.7827049080993922
58.5143688537809,29.7,36.961,3.168,0.113,S1,3.803,-0.457,0.3029592654628669,0.9530035065361513
52.9114561979954,33.39,35.929,9.522,0.434,S1,3.59,-0.457,0.6494008865033323,0.7604462430761862
75.665098306667,25.284,28.744,9.284,0.673,S1,6.341,-0.457,0.5561917710228914,0.831053977697249
36.3331743172538,40.204,43.701,5.838,0.0,S1,5.394,-0.457,0.38184923976279245,0.9242246253441733
35.5945284654695,39.635,39.112,5.297,1.451,S1,2.601,-0.457,0.7622592046778476,0.6472718940938926
19.4957394754738,24.039,32.765,7.331,0.909,S1,4.226,-0.457,0.5122446351771685,0.8588395855642714
26.5407141061544,33.596,38.807,5.718,0.683,S1,4.49,-0.457,0.8109631195052179,0.5850972729404622
17.43026649317,37.081,35.753,7.228,0.0,S1,2.744,-0.457,-0.545682774299573,0.8379918316026245
21.7414545418961,38.333,40.679,4.056,0.388,S1,5.35,-0.457,-0.027200318028945205,0.9996300029006353
23.2604059424898,34.766,35.251,5.891,1.694,S1,3.682,-0.457,,
49.683039871731,35.822,37.474,7.853,1.592,S1,3.01,-0.457,0.9924450321351935,0.12269009002431533
17.9015467900097,25.923,30.194,5.789,3.609,S1,5.237,-0.457,0.3464614937543603,0.9380641946825906
18.4814203723574,30.411,32.344,5.953,,S1,5.291,-0.457,0.28479860575850313,0.9585873742951201
54.6895792171837,33.644,34.38,5.884,1.614,S1,4.878,-0.457,0.7577096631472192,0.6525918068542752
16.7679068043211,,32.59,10.115,0.131,S1,4.644,-0.457,-0.34590548582920283,0.938269361576548
47.8047190420493,32.19,37.79,4.156,2.139,S1,3.078,0.072,0.8771026976404284,0.4803028813070803
152.612216090912,33.403,39.679,7.274,0.963,S1,6.289,0.072,0.6216099682706644,0.7833269096274834
16.6322673616298,,41.753,4.104,0.0,S1,3.037,0.072,0.7137209608867168,0.7004301464035808
54.4078273545063,34.367,36.334,6.591,0.0,S1,6.204,0.072,0.6748757600712672,0.7379313711099627
17.3918070609528,31.501,37.258,6.333,1.141,S1,5.568,0.072,-0.43964525639215873,0.8981715028500253
73.2232511434995,36.785,,5.966,1.704,S1,4.665,0.072,-0.38591889601226637,0.9225327125368907
44.3227488438919,36.245,38.772,8.558,1.553,S1,4.685,0.072,0.8577086813638242,0.5141359916531131
5.21951876472913,38.572,39.138,4.481,0.0,S1,4.4,0.072,0.745840899281559,0.666124127290759
57.5267770507447,37.851,38.071,8.478,0.0,S1,6.467,0.072,0.6294120265736969,0.7770717475268238
66.6570381062638,36.168,40.041,8.502,1.086,S1,5.064,0.072,0.978651892349802,0.2055248734342185
73.232043816182,38.311,43.891,8.858,0.0,S1,6.135,0.072,-0.13776413893601427,0.9904650635046238
30.8837788634932,32.673,32.581,4.241,2.474,S1,5.535,0.072,-0.14370441391330233,0.9896206553128498
17.9774922141174,40.35,43.815,8.135,0.696,S1,4.06,0.072,-0.9675136316102013,-0.2528188534275869
28.4525122837662,40.609,44.132,6.928,0.0,S1,5.166,0.072,0.0827017612130604,0.9965743417790054
75.8440799992356,35.66,38.791,4.86,1.478,S1,5.697,0.072,-0.32234310528876275,0.946622904050392
52.9832719576208,34.027,36.269,7.11,2.212,S1,1.17,0.072,0.7856810938526722,-0.6186317311312672
28.5937692871956,37.296,86.432,4.786,0.442,S1,5.423,0.072,0.9666465754486098,0.2561140335348203
11.805155840854,33.845,35.212,8.73,0.892,S1,4.063,0.072,-0.8579180416483196,0.5137865644548446
62.1734955956365,32.519,32.033,4.657,0.0,S1,4.264,0.072,0.5586824263551494,0.8293816651469472
71.5329133154176,33.031,41.274,10.173,2.701,S1,5.857,0.072,0.4212256874991615,0.9069558534961107
36.2375029325112,26.729,38.117,6.073,0.0,S1,4.464,0.072,0.1195099962904014,0.992832997430418
20.0212265631989,25.113,25.54,7.164,0.0,S1,3.448,0.072,-0.24469359973876284,0.9696004549539393
19.4746533885205,25.257,28.742,4.613,0.301,S1,3.181,0.072,0.9790609845195051,0.20356715990477797
61.5835838707418,29.697,29.573,7.531,0.823,S1,4.532,0.072,-0.006203633413205739,0.9999807572810961
18.9359135229814,32.028,35.019,5.063,0.0,S1,4.254,0.072,0.596229547806791,0.8028140048118926
36.8157980220517,38.648,46.442,5.918,0.852,S2,2.783,-1.128,-0.82612944486575,0.5634803814915013
30.5567196507089,31.128,38.589,3.794,1.262,S2,3.872,-1.128,-0.5022542085785844,0.8647200182516304
7.02788745602413,30.823,33.793,6.604,0.0,S2,2.281,-1.128,0.7832002880865101,0.621769498078836
83.9284562655277,34.603,35.531,3.031,0.0,S2,6.308,-1.128,0.4482407446429244,0.8939128787762018
83.0459717018232,24.781,36.159,8.513,0.0,S2,3.547,-1.128,0.6667178491140593,0.7453102103639279
41.5424150919224,31.457,39.818,9.639,2.525,S2,4.536,-1.128,0.4633717623993151,0.8861639858462725
2.19911194141607,40.46,49.228,5.58,0.342,S2,3.052,-1.128,0.9949038343759766,0.100828370729568
21.6514568649248,21.264,27.177,9.946,0.892,S2,5.989,-1.128,-0.041192015322284496,0.9991512487475
31.7752441645673,36.578,36.339,15.201,0.202,S2,6.144,-1.128,0.6524374681640519,0.757842562895277
55.1283712259296,34.916,40.686,5.035,0.623,S2,4.058,-1.128,-0.914877207837073,0.4037322065184311
31.4264823224399,31.824,34.53,6.234,0.95,S2,4.55,-1.128,0.8883762667537444,0.45911611675988895
3.0301665263017,24.474,37.086,7.022,,S2,2.97,-1.128,0.901747944988745,0.43226223951274684
0.120653660520855,32.705,47.656,1.57,0.294,S2,4.481,-1.128,-0.031198609775582153,0.9995132048892956
9.22764107244336,26.386,28.064,4.545,0.0,S2,6.144,-1.128,0.22777920905261723,0.973712807722772
0.0535936694758625,33.671,50.577,4.614,1.046,S2,3.035,-1.128,0.9562187494047729,-0.29265287165304243
56.3206876746772,33.251,36.201,33.683,0.403,S2,4.297,-1.128,0.8032885437797759,0.5955900565255997
7.76717464935348,35.669,33.662,8.298,0.0,S2,3.62,-1.128,0.941749963359802,0.33631385120421625
28.3657425750425,33.67,37.074,17.411,1.094,S2,5.008,-1.128,0.49409738367878214,0.8694065651016113
33.3462885486649,43.794,41.91,1.273,3.678,S2,4.286,-1.128,-0.2842304455271693,0.9587559928550261
23.5221187109466,33.489,38.982,1.744,0.801,S2,2.329,-1.128,0.9872272833756269,-0.15931820661424598
40.3344817834622,31.137,33.198,19.588,0.0,S2,5.044,-1.128,-0.49792434833777643,0.8672204698531975
54.4518060371024,33.781,33.26,10.998,0.328,S2,4.791,-1.128,-0.26307073412190185,0.964776548662209
56.7039112145657,35.232,33.928,10.728,0.0,S2,4.654,-1.128,-0.2524424904859896,0.9676118999874025
60.1501357194155,34.086,39.877,4.272,0.748,S2,6.337,-1.128,-0.24372387709861917,0.9698446637127087
61.1845948383434,35.583,40.747,6.836,0.0,S2,4.298,-1.128,0.5759749762529975,0.817467324564327
15.833607917147,31.016,36.869,6.409,0.0,S2,2.728,0.082,0.8253356149096783,-0.5646424733950354
69.2731688094276,27.904,31.548,5.821,0.433,S2,4.621,0.082,0.7648421872844885,0.644217687237691
37.3301975179937,47.139,43.753,3.709,0.283,S2,4.306,0.082,0.960500805271881,-0.2782772054482154
93.4662513664473,32.999,33.953,5.317,0.0,S2,5.947,0.082,0.846723501276506,0.5320331872976108
4.51338106675612,37.039,39.508,0.334,0.718,S2,4.808,0.082,0.8668236844266883,0.4986147812860556
29.1084348801574,38.019,41.135,15.185,0.0,S2,2.221,0.082,0.8607780400949321,0.5089805160223007
24.698360504188,36.178,40.198,13.414,0.0,S2,5.735,0.082,0.5225135816887645,0.8526309617594114
4.52352402391801,33.765,37.357,11.874,1.744,S2,4.142,0.082,0.24332879414663827,0.9699438632926871
1.37221096614826,30.704,43.847,25.772,2.236,S2,3.045,0.082,-0.9886823392484444,0.1500241049239221
28.766231515434,32.987,38.636,1.766,1.434,S2,4.6,0.082,-0.1308275649053074,0.9914051383067104
17.085546847731,33.255,45.23,6.805,2.48,S2,3.803,0.082,0.9666465754486098,0.2561140335348203
38.1364624679361,24.909,26.143,1.759,0.0,S2,4.742,0.082,0.9985423542595644,0.05397375982610955
23.575214978548,34.732,40.106,3.464,4.159,S2,6.781,0.082,0.20238854324911318,0.9793053035501758
67.8417641102178,33.94,36.694,5.094,1.244,S2,4.402,0.082,0.7504854570651743,0.6608869636584431
120.472622916682,37.093,38.608,16.538,0.0,S2,3.561,0.082,0.1413216400762593,0.9899637337024807
20.9714193843576,32.899,36.911,9.511,1.791,S2,1.729,0.082,0.9802647571056771,-0.19768916504590728
10.6080933330681,35.605,40.692,7.122,0.481,S2,5.261,0.082,,
62.7132906759903,40.333,49.706,1.635,0.0,S2,3.013,0.082,0.9971888181122075,0.07492970727274234
17.5602870432974,37.585,33.409,3.217,0.178,S2,4.981,0.082,-0.7566693499204583,0.6537977476949206
59.3594645961543,39.098,45.428,19.875,1.083,S2,4.462,0.082,0.48712639431514015,0.873331481146495
118.725626615397,41.761,44.342,17.461,0.0,S2,4.988,0.082,0.840820027982921,0.5413147702980217
22.5705296616079,34.366,44.184,4.391,0.18,S2,3.652,0.082,0.8673218657130658,0.4977477084387296
58.5534824605224,33.282,38.635,,0.0,S2,5.75,0.082,0.23264490557139142,0.9725617450381638
71.0971146690178,32.964,41.058,33.318,2.474,S2,,0.082,-0.21256936825664166,0.9771459786945716
23.5260399716066,,41.838,4.493,1.351,S2,5.108,0.082,0.45804646971938234,0.8889282488354225
25.6355829391717,29.529,33.34,5.975,4.134,S2,5.467,0.382,-0.3803767864288743,0.9248316064809001
64.8073828178198,36.1,40.875,7.484,0.0,S2,4.337,0.382,0.10261537950852166,0.9947211085969384
4.80055556679068,37.676,37.323,4.117,0.0,S2,5.051,0.382,0.08369829403786642,0.9964911417444466
8.58927830432896,44.038,42.67,4.831,0.358,S2,2.873,0.382,0.8742051098422644,-0.4855568204913554
10.824803113387,32.048,37.444,3.442,0.0,S2,4.429,0.382,0.9939560979566968,0.10977830083717481
8.90933586804956,38.296,39.106,6.225,1.202,S2,3.637,0.382,0.9960421135698875,-0.08888255169172031
36.7209738047691,33.328,41.102,5.649,0.0,S2,6.567,0.382,0.549525612075943,0.8354768708184328
5.3538851928047,26.67,38.644,19.802,0.0,S2,4.308,0.382,0.9233809109895471,0.3838849999936363
10.9158810021964,34.885,34.01,0.157,1.024,S2,3.136,0.382,0.9355440815549992,0.35320995380568315
8.58397735212244,34.718,38.43,2.011,0.0,S2,5.141,0.382,-0.2524424904859896,0.9676118999874025
61.8843474629886,38.924,37.845,2.29,0.066,S2,4.68,0.382,0.26749882862458735,0.963558185417193
41.7835519470278,28.023,35.997,4.046,0.0,S2,4.492,0.382,0.7316888688738209,0.6816387600233341
5.62084681237378,31.509,33.429,0.269,0.0,S2,2.024,0.382,0.9945968726536185,0.1038126240283027
14.403743294515,30.557,37.423,2.733,0.035,S2,2.985,0.382,0.8445886004233533,0.5354158160111833
53.8108495289701,34.723,39.457,3.019,0.0,S2,4.579,0.382,0.2828808626910075,0.9591550539527962
65.2658486397442,39.834,40.037,10.859,2.281,S2,5.64,0.382,0.5652995311603544,0.8248857133384501
52.3881088193751,32.479,36.42,14.837,0.0,S2,5.052,0.382,0.9482874482599637,0.3174128470503465
11.0723021635685,41.917,43.211,11.364,0.0,S2,6.721,0.382,0.18276326653298897,0.9831569500370689
50.9736764087985,38.084,40.468,0.288,2.666,S2,5.448,0.382,0.6584792661105568,0.7525988679917759
26.8970331661058,43.548,39.904,6.24,0.0,S2,3.927,0.382,0.6539518474048844,0.7565361731442447
15.8720673804884,30.28,30.809,9.554,0.018,S2,4.277,0.382,0.6153235284244302,0.7882746700023473
17.4036837902146,35.995,39.642,22.395,5.84,S2,1.931,0.382,0.9013152319473411,-0.4331637711763425
6.70372078050568,35.921,37.246,0.045,0.0,S2,4.828,0.382,-0.6077336880384625,0.794140897085126
11.901398899045,40.547,37.694,4.842,1.18,S2,1.865,0.382,,
39.1516668802186,29.864,29.784,6.294,0.0,S2,4.056,0.382,0.8746902294793112,0.484682372748824
57.9945839261652,32.345,37.689,4.015,0.0,S2,3.337,0.981,0.5561917710228914,0.831053977697249
21.0109170270732,35.831,38.055,14.708,0.0,S2,4.355,0.981,0.7731521530748919,0.6342205832324105
24.5985964759437,33.903,38.829,12.456,0.926,S2,4.44,0.981,-0.15161669619172638,0.9884393645722057
16.4880519600713,33.637,38.844,8.031,0.0,S2,4.011,0.981,0.901747944988745,0.43226223951274684
2.40277099631982,40.14,43.185,3.007,0.0,S2,2.996,0.981,0.7186064457782433,0.6954169800098072
29.7009167074533,33.16,44.206,9.285,0.0,S2,3.03,0.981,0.9596616526574011,-0.281157451295294
47.1027654901493,32.793,36.661,18.963,1.097,S2,3.988,0.981,0.4932277302099105,0.8699002276996942
29.4776111442992,33.115,33.458,13.835,0.0,S2,3.465,0.981,0.9290350916518241,0.36999161947196435
2.71367753887758,31.661,37.392,8.643,2.056,S2,5.924,0.981,0.2800021288824176,0.9599993790734003
11.4557701717163,28.474,29.12,8.257,0.594,S2,3.628,0.981,0.9903550441960673,-0.13855282904150834
4.64942855816302,28.158,26.933,12.183,0.0,S2,2.821,0.981,0.9999875000260416,0.004999979166692708
33.9568879812533,33.059,35.886,5.437,1.299,S2,5.638,0.981,0.4509204621748089,0.892564135954418
8.98019024162164,32.855,38.508,31.7,0.0,S2,2.34,0.981,-0.6595377809763309,-0.7516714145587934
43.9754593569255,27.226,30.534,5.231,1.979,S2,4.978,0.981,0.4048331269640863,0.9143905835650759
47.5191095499268,33.064,47.578,4.761,0.538,S2,3.405,0.981,0.0027963231506114,0.9999960902807757
65.7055797021744,38.206,38.321,11.969,2.689,S2,4.762,0.981,0.6394604901889552,0.7688239600111986
83.1183125286596,35.0,34.011,13.705,0.0,S2,2.268,0.981,-0.9435547519274027,0.331216590941966
29.2780459965781,29.474,28.919,7.966,2.291,S2,3.782,0.981,0.4491344332523616,0.8934641911498635
68.6661448259162,34.617,34.848,29.545,0.76,S2,4.448,0.981,0.013795889136731364,0.9999048321930077
28.6898044603399,29.081,37.261,4.95,0.0,S2,4.638,0.981,0.7282715431826874,0.685288668657455
14.7098573902591,33.776,36.438,13.989,0.0,S2,6.666,0.981,-0.34684358208167276,0.9379229870137281
35.8410812058475,30.207,34.247,37.259,0.0,S2,4.674,0.981,0.4949665430503115,0.8689120330970357
28.2849912806137,36.581,37.357,1.561,0.0,S2,1.805,0.981,0.3993395294062732,-0.9168031087717669
8.22113351192372,37.806,47.841,6.35,1.612,S2,6.744,0.981,0.3464614937543603,0.9380641946825906
93.2988180000439,36.592,39.09,23.34,1.764,S2,6.917,0.981,-0.03619576499505305,0.9993447186013558
72.0798922303164,29.305,32.109,14.993,0.0,S2,4.962,-1.129,0.5727005078807185,0.819764678595734
24.9654294811817,23.89,38.881,8.129,2.503,S2,6.37,-1.129,0.13934143128561977,0.9902443968673971
0.312600541205688,34.782,36.071,20.232,2.297,S2,5.847,-1.129,-0.3421496511508982,0.9396454736853249
72.554553884662,24.664,31.765,12.367,0.0,S2,4.287,-1.129,0.9479695613221308,0.3183609756341483
1.41219420337968,34.118,38.926,3.852,1.456,S2,4.438,-1.129,-0.4699231137276022,0.8827073508159741
26.4475382167661,,30.395,17.995,0.596,S2,4.209,-1.129,-0.3664620409574649,0.930433002712871
6.43939536125269,29.494,30.722,9.941,0.0,S2,3.406,-1.129,-0.2794331326637852,0.9601651547362586
87.5384504467999,38.29,46.24,25.384,0.0,S2,3.541,-1.129,0.9470102139680256,-0.3212034474289377
41.731423748487,36.129,41.178,16.398,1.156,S2,1.887,-1.129,0.9453923658195982,0.3259344637346948
25.9884157109434,,42.902,2.332,0.387,S2,5.93,-1.129,-0.1880768388928801,0.9821543171376185
41.9173483566044,32.612,39.851,11.499,0.831,S2,3.985,-1.129,0.6137457494888116,0.7895037396899505
34.4440253011504,38.57,39.731,1.745,0.81,S2,3.352,-1.129,-0.9542686243444716,0.2989504851839343
13.0363124398519,41.832,44.899,8.546,0.0,S2,4.918,-1.129,0.9163217704510811,0.40044277118883836
